id,title,year,artistIds,strandId,placeId,type,intro,body,mediaCaption,mediaUrl,confirmed
queer-at-sea,Queer at Sea,2026,,resonate,portsmouth,Exhibition,"An exhibition exploring queerness, coastal space and belonging.","Queer at Sea runs throughout Memory Library's daily programme, part of the ongoing exhibition in the Main Space.",STILL — Queer at Sea,,FALSE
